image,mean,std,median
218-6_part_25_tile_4.png,75.09606266021729,5.1695727342125135,75.0
218-6_part_25_tile_5.png,74.41176700592041,4.760955100569584,74.0
218-6_part_25_tile_7.png,74.3512134552002,4.256667485088881,74.0
218-6_part_25_tile_8.png,75.24179935455322,4.871422651592217,75.0
218-6_part_25_tile_9.png,73.71465492248535,4.9813237471475755,73.0
218-6_part_3_tile_1.png,73.02586078643799,5.2204422390213,73.0
218-6_part_3_tile_10.png,74.40103530883789,6.243420321727164,74.0
218-6_part_3_tile_11.png,72.9555196762085,6.0654964626568635,73.0
218-6_part_3_tile_12.png,73.83823871612549,5.633415980316982,74.0
218-6_part_3_tile_13.png,73.71902370452881,6.644094506601728,73.0
218-6_part_3_tile_15.png,73.31652927398682,6.493158947721959,73.0
218-6_part_3_tile_16.png,74.59160137176514,7.2425501198554025,74.0
218-6_part_3_tile_2.png,74.63238048553467,6.528034651304826,74.0
218-6_part_3_tile_3.png,72.83062267303467,6.195525599070235,73.0
218-6_part_3_tile_4.png,74.18424129486084,6.473444998642994,74.0
218-6_part_3_tile_5.png,73.77313041687012,6.398369980517108,74.0
218-6_part_3_tile_6.png,74.49669361114502,6.7117277512230675,74.0
218-6_part_3_tile_7.png,73.76764488220215,6.071037693720807,73.0
218-6_part_3_tile_8.png,74.60197639465332,7.2678182373155265,74.0
218-6_part_3_tile_9.png,73.46066761016846,6.6751670712372775,73.0
